num_parents,true_split,found_split,score_diff,true_score_diff,per_intv,parent_intv,cc_ari,gmm_ari,gmm_ari_res,kmeans_ari,kmeans_ari_res,spectral_ari,spectral_ari_res
3,1,1,6828,7096,23.6,0,0.7181576085144454,0.0558222331631509,0.7867862906552914,0.0263878210728003,0.7699419684631814,0.0109760884083171,0.0919953078732865
1,1,1,10118,10321,20.8,0,0.9459278929947768,0.5106899397383965,0.1964114276043535,-0.0162115250399833,0.4044005113765494,-0.0003995198079231,-4.9676153287230914e-05
1,1,1,3605,3594,20.6,0,0.97274735589466,-0.0002545288052093,0.752498059018355,-0.0003282474866686,0.0010565012848602,-0.0003749206886122,0.0020340738199801
2,1,1,4321,4713,20.92,1,0.9477690665098274,0.0004989060521261,0.4935796224560669,-0.0005479258504248,0.000427420460763,-0.0005660533612371,0.1444257548625653
2,1,1,143,105,20.84,0,0.929989206371436,0.0285621554706759,0.7752149252048365,0.0091231756258445,-0.0026395807746058,0.0006261629597636,0.002509414392508
1,1,1,3016,6656,23.799999999999997,0,0.5877005274333859,0.1670794260580708,0.6457912511960622,0.0164745351574382,0.4977794217903784,0.0072440519127822,0.4857785500154657
3,1,1,8996,9384,24.959999999999997,0,0.6240274008062355,0.0381642850102909,0.5920514424889484,0.0757846309347238,0.5946116087989161,0.031687310632298,0.1305055085654028
3,1,1,3510,3818,22.32,0,0.8207091931039081,-0.0008499131529036,0.5129098053503468,0.0976062501633707,0.5213464069457766,-0.0134434454087819,0.0207176860864469
1,1,1,5533,5723,20.200000000000003,0,0.9690179256369252,0.0063351901383568,0.7674071056694651,0.4574650414387228,0.7674071056694651,0.3020201748576305,0.0252234976666338
2,1,1,716,759,48.120000000000005,1,0.0402318310651725,0.5868313044923287,0.1209587778479953,0.2089574196567543,0.1186992974113276,1.0,0.0020324779710019
3,1,1,1191,2487,27.16,0,0.4388107799759069,-0.0063323572773711,0.5695045155307649,0.0017394293622892,0.574108503198945,0.0056858794268353,0.0652656220628238
1,1,1,2418,2407,20.32,0,0.9708629775663014,0.0406099467030829,0.8027169243095572,0.4493934722071275,0.7971502665303317,0.3197703361309273,0.0950723489855898
2,1,1,5454,5277,20.84,0,0.9335255250193828,0.0032696466076542,0.3235060676188266,0.0016795663710235,0.7047525172649839,0.0080687743790206,-0.0059751348328253
1,1,1,2572,3000,25.92,0,0.615524525063276,0.1235409369616306,0.3636047219660031,0.5627755117367541,0.8156943727413526,0.4193955723873303,0.1536071934481053
4,1,1,2443,2248,24.52,0,0.5929383217539637,0.0004019249248497,0.7077050915713048,0.0032192370964333,0.7048042576459728,-0.0206427039325931,0.0936469626981092
3,1,1,6526,6573,22.64,1,0.8278078176167231,0.0007689468503937,0.5041814017242563,0.0183677762860097,0.0002989415575903,0.0023472028869394,0.0008178765891069
2,1,1,5585,6784,48.4,0,-0.0004173808381428,-0.0004584948175252,0.0845337939664028,-0.0006183015892589,0.000940798843399,-0.0003620341466731,0.0544088616235517
5,1,1,7240,7381,23.200000000000003,0,0.799318983451569,0.0006779706291454,0.6686179656207704,0.0019737551792336,0.2240351838089924,-0.0063535228072643,0.0209656088011917
1,1,1,16020,16111,48.8,0,-0.0004609684995566,-0.000326393288796,0.0001618462830305,-0.0003466683399757,0.0001618462830305,0.0008187071796554,-0.0004532849396486
2,1,1,1471,1405,21.24,0,0.9092387070305944,0.0003404243671209,0.6963278871346879,0.000537124531064,0.0002751041226824,0.005817737199616,0.0822103499597608
4,1,1,5960,6126,23.36,0,0.815807578704918,-0.0006121630157076,0.5692185003486984,0.0221853850825351,0.0076021478105721,0.000227882469213,-0.0001482106683082
1,1,1,7756,7529,23.119999999999997,0,0.7830764619598556,0.1604254296027694,0.5621610592822275,0.616933408506358,0.800861707463472,0.3779890874111406,-0.005877385109944
1,1,1,7802,7496,23.44,0,0.7772866520693414,0.1409780022867225,0.5493216438292378,0.607591170281637,0.7971502665303317,0.3893040790466068,0.145000968094242
2,1,1,11676,11849,21.2,0,0.9249524903073932,0.1216876466501452,0.7207225076043485,0.0011086811188727,-0.0001639560452031,-0.0504192977377884,0.385192152483977
3,1,1,459,1484,32.12,1,0.4329084768856047,0.2592867912400948,0.4308750880274753,0.0955645585302675,0.4779111921151066,-0.1058404146198784,-0.0060868867024395
4,1,1,1197,1400,24.24,1,0.6479045831179979,0.1264960905496248,0.4004470381576956,0.0371659304543076,0.3662538960284334,0.3388946154075621,0.2525685515775459
1,1,1,6171,6471,20.44,0,0.9511063028397126,0.0490302831215594,0.6888036374770524,-0.0008037937232576,-0.0002618665008129,-0.0019613348261279,-0.0001675663561828
4,1,1,473,765,26.44,0,0.5906684923768734,-0.0223370487151599,0.8047316305364011,-0.0049296355328766,0.7962626681158332,-0.0103953021715849,0.120256909896524
1,1,1,2483,2403,20.119999999999997,0,0.9762509463340237,0.0008148980935607,0.7487665723940421,0.0006532908347612,0.0889020010736246,-0.0013411064093863,0.0020314674993781
3,1,1,5046,4950,33.64,0,0.1844187709770846,0.0324043548813371,0.5363953068669729,0.017406072148998,0.3579904345086255,0.0416019239631254,0.0150854380494566
4,1,1,2173,2227,22.36,0,0.8356683879007736,0.0528663306240445,0.5198502289040542,0.052451676913153,0.0145069449071905,0.015897564622585,0.1970342226116326
2,1,1,4769,5098,23.880000000000003,0,0.7357716169184446,0.191025129163706,0.651041654619278,0.0514873478246125,0.6566871935806924,0.1041177656693101,0.0832247308853528
4,1,1,3928,3496,22.72,0,0.7726915418454131,0.0024694778095338,0.5225059087763628,-0.0052618873238456,0.0012038030443213,-0.0059747207729225,0.0007283298417804
2,1,1,8406,8766,25.96,0,0.6142365336133405,0.1578000709014772,0.790060562496679,0.4431295920200668,0.7671325021039928,0.1649347929843895,0.1332240523383861
2,1,1,4448,3764,23.08,0,0.8268255537457966,0.0362055161164375,0.24372282069681,0.0042788287403147,-0.0172295748907636,0.0118417033069691,0.0263122424950114
2,1,1,2584,3565,36.8,0,0.1291067475568255,0.1657619459150772,0.4879956298422097,0.1261037360458872,0.2736500874638112,0.0491169170939738,0.1632470633888899
4,1,1,2778,2593,23.4,0,0.734700077519292,0.0254978398067442,0.4198057535101404,0.0006093090773347,0.2689077139632935,-0.0365873708649077,-0.0295351180604304
2,1,1,6460,6900,27.32,0,0.5061973044248037,3.357019497457843e-05,0.6314617081623076,-0.0317893377012114,0.6443994232963316,-0.0306774056969647,0.5366468729814339
3,1,1,3714,4478,29.28,0,0.4622577096878694,0.1554949996890371,0.2582304283457682,0.0861908128969107,0.0172534793392663,-0.0409317176465371,0.0004021146403822
2,1,1,11245,10937,19.76,0,0.8746031358528765,0.4223241625343795,0.4396971868653099,0.0846107528494369,0.4848312360549575,-0.0762799156866855,-0.0197184480054048
1,1,1,2808,5405,25.28,0,0.5555543113540228,0.1423336744931978,0.6761514815565222,0.2927371177521397,0.6858576835917097,0.1810549392405011,0.1041619873227607
4,1,1,1651,2446,37.0,0,0.1266076053882125,-0.0014331700985763,0.5495375805158558,-0.0087381298228469,0.5137372483221476,-0.0096625593161602,0.2997639490422855
2,1,1,2230,2129,22.8,0,0.7728511323957675,-0.01062963644561,0.8222412741733494,-0.0215308875395961,0.789924931718077,-0.0517804961940664,0.0070438845617018
2,1,1,9179,9181,21.08,0,0.9336771473890232,0.0061571521861045,0.7355615652511581,-0.0390345502644386,0.0164452002767324,-0.0044714227303428,-0.000166637348498
4,1,1,9904,10226,21.32,0,0.9023533556091068,-0.0004771817376838,0.6021130099700405,0.0004444013447657,0.2678176477391003,-0.0003266967837455,0.0807632314027836
2,1,1,7611,8264,35.92,0,0.2402766742208097,-0.0077353063186234,0.6894539193275964,0.0024750115799119,0.7382999302599467,0.2599637292155395,0.6469069064492818
5,1,1,1065,870,34.68,1,0.4423357696408456,-0.0092012885968161,0.2798954087074559,-0.0073517249335239,0.061963705603026,-0.021552360721645,0.1797166547027156
2,1,1,7305,8107,26.040000000000003,0,0.6032925826603859,0.0443400759287527,0.5972442836280666,0.340844335758308,0.7806437703432783,0.1422072412146013,0.2310278052355237
2,1,1,1451,3325,18.32,0,0.6875293324210537,0.2632140424072247,0.3821717154018485,0.0986936462420223,0.2677084562835373,-0.0334446316197199,0.0220105804047413
1,1,1,11213,11175,20.44,0,0.9654820207808962,0.089701999132547,0.8156943727413526,0.4645787950283746,0.800861707463472,0.3940728697199374,0.0503679305611097
3,1,1,1484,1738,37.16,0,0.1466543304421571,-0.0007037342647702,0.4921174838069655,0.0167341283536123,0.5364117777449093,0.0126243414822662,-0.0089445975234463
1,1,1,8336,8585,49.52,0,-0.0002893401320715,-0.0002250303597053,0.0183032161859797,-0.0002570894633583,-0.0001389876874615,-0.0354668223033166,-0.000397022713389
1,1,1,5167,5257,21.24,0,0.9197203032786884,0.0007534424188996,0.7207225076043485,0.0004801785252758,0.0003116914680241,-0.0012855301300459,0.3266840137406295
5,1,1,9297,9049,21.4,0,0.8275281054320717,-2.0945862348613064e-05,0.5216808009428159,0.0086017186853104,0.0205463138473117,0.000601012789435,2.152351517215995e-05
1,1,1,9735,9667,21.24,0,0.9092387070305944,-2.81073924143408e-05,0.7106621237889603,-0.0001005775321644,-0.0002561444305197,-0.0021748622385289,-6.399121913573116e-05
1,1,1,8700,8648,23.0,0,0.8038358874446407,0.1360956975798876,0.5460117847735849,0.6195272946009694,0.8471509043082321,0.4466516939233859,0.3393615005527753
3,1,1,2170,3367,21.2,0,0.9074620501198218,-0.0006760691774948,0.7653093260804413,8.622207050773755e-05,0.0287223691914511,-0.000932064326253,0.0169051232573023
1,1,1,6241,6224,20.44,0,0.9654820207808962,0.0369280752998381,0.8305074329465926,0.4917302500199985,0.8286568115046726,0.3714725224776146,0.3874370233575364
3,1,1,2946,3007,23.6,0,0.7775885701565547,-0.0018056082528434,0.5037059463991476,0.0158413677499047,0.3035025814801223,0.0245190030963682,0.1427535032030144
3,1,1,7681,7504,22.28,0,0.8388788224828703,0.0864070973706776,0.6718786843630524,-0.0002187893927701,0.0005813191553884,-0.0003073602001401,0.2245449279197264
1,1,1,11758,11759,21.32,0,0.9058271726514272,0.0016298228346456,0.1942283580054344,0.0004266208682295,0.4071949377708396,-0.001237528930721,0.1920432013248299
2,1,1,2273,2244,19.96,1,0.9616989039256204,0.0003234128688926,0.6635236688413318,0.0044612402101015,0.0076216763946365,0.0037278527586139,-5.6997005459877345e-05
2,1,1,9733,9742,21.68,0,0.8768973062340643,-0.0016166047637198,0.6670945473308959,0.0022668955060514,0.0006199862456632,0.0001833741333294,0.0523971589410554
1,1,1,3018,5618,23.52,0,0.585316393941384,0.2159695546654722,0.6812552692826981,0.3230237603438942,0.5848912770316709,0.0947480508956821,0.0644892003362841
3,1,1,6894,6871,22.12,0,0.7957671326440625,-0.000562838754389,0.495681526948551,0.0154335818469059,0.022126022202959,-0.0017699442610164,0.2768571038699302
3,1,1,1370,1662,21.88,0,0.7758170220982217,-0.0001112210159368,0.5981940958802637,0.0958531198648763,0.5559685628742183,0.0306833320557252,0.1021450220087591
1,1,1,9305,9209,20.28,0,0.9618196822331908,0.0373856773909651,0.7618193161104106,0.4587986560789601,0.7655449141492355,0.348692963983178,-0.0348246352497986
3,1,1,244,1275,23.6,0,0.6401610531368122,-0.014666534806328,0.3915102422507858,0.0027200433192084,0.4376342525405212,0.0025036672012749,0.0600890481451142
1,1,1,1542,1372,20.52,0,0.9583148614059246,0.067241255061671,0.7971502665303317,0.4493934722071275,0.7971502665303317,0.3558994097561038,0.0280736831437191
2,1,1,9104,9709,22.08,0,0.8269436074935316,0.002804618084123,0.8008861692097969,0.0004993340112232,0.8114223295845168,0.000977516994622,0.6244558851025599
1,1,1,2209,2424,26.119999999999997,0,0.6147003193189029,0.1354892944724664,0.5131795368370792,0.5281789798592592,0.8138413985338141,0.4538825778754619,0.8138413985338141
4,1,1,215,1142,35.88,0,0.1574282211143039,0.000479450200706,0.4025496402667758,-0.0003999008986169,0.2543581198889124,0.0004453314706498,0.0273502864056078
3,1,1,5343,5667,22.68,1,0.8065450500518898,0.0011736848320881,0.5724460734338921,-0.0025697283752822,0.0017686407845476,-0.0016614567213631,-0.0631795032957926
2,1,1,11347,11928,42.68,0,0.0496456621174743,0.0071281844333741,0.335695638588361,-0.0002172178618112,0.3751123847826949,-0.0004025165437554,0.0063958600670815
3,1,1,7327,7532,44.84,1,0.0160286150550305,-0.0080706790426279,0.3512478782737472,-0.0046775414142787,0.1011195956029092,-0.0073874112924395,0.0536736847259557
1,1,1,8875,8915,48.8,0,-0.0004404790064686,-0.0002603471395206,-0.0001592665949445,-0.000307760711714,0.0001618462830305,-0.0013630010439287,0.0010303326552146
2,1,1,6251,6113,22.0,0,0.8704569788871636,0.0001990898637314,0.667164594458191,0.0001587033034049,0.0008148980935607,0.0033047767089671,-0.044702832535809
1,1,1,8727,8596,23.56,0,0.7695733854337046,0.1655825825089933,0.5614983321825742,0.6035306561019457,0.795489405829278,0.4900019473786672,-0.079011619302683
2,1,1,2909,4300,24.24,0,0.6833720338709807,0.1655825825089933,0.6732638400364691,0.0483721389318095,0.7925699740509644,0.0281015018904926,0.1818554855834027
3,1,1,4365,3741,42.32,1,0.0883773639377219,0.0502733057441879,-0.004957450111645,-0.009365801950822,0.0005320485219168,-0.1049941923573806,-0.0002109121025023
4,1,1,5682,6200,41.2,1,0.0659707460481269,0.0399783826491682,0.4531147510293989,0.003266461498405,0.2725003468243244,0.0242923288315238,0.0182455903750243
1,1,1,13790,13839,21.2,0,0.9179388674092348,0.057064702633804,0.6850381441693912,-0.0011528265908629,-1.0804485352957005e-05,-0.0030329145348488,0.0220679220594447
4,1,1,6384,6337,22.88,0,0.8020063022670608,-0.0042360637774792,0.6522398740223769,-0.002508076258438,0.0240709435967044,-0.002261889839397,0.0011577240854433
4,1,1,576,181,24.72,0,0.537371962712766,0.0483219546736412,0.6862110197141834,0.053357307333391,0.6843934314196156,0.0174406894981997,0.0897616464927084
2,1,1,8903,9188,48.84,0,-0.0003980700208256,-0.0137479335219287,0.0102801186566415,-0.0184115816548207,0.0002224766230783,-0.0277785217617158,0.010188938273189
2,1,1,2448,2674,25.92,0,0.6183379101584777,0.1047367060666384,0.7931536639785137,0.2039267812186988,0.7782093845164629,0.2451894069854265,0.2977071043861571
2,1,1,1368,1538,24.24,0,0.7505133223494083,0.0334761446330014,0.5534089293137459,0.0029055752178318,0.050563884561392,0.0138035100372793,0.0559552560885665
2,1,1,5890,6899,24.28,0,0.643645253716363,0.1578555720240015,0.2925790112853305,-0.0105006149734874,0.1880156600020586,0.0936180087352362,0.012084910635007
4,1,1,4445,4651,25.08,0,0.7200234691318271,-0.0217180314960137,0.269914234856249,0.0037322092278249,-0.0090585944002337,0.0496223561836336,-0.0644940389283574
3,1,1,64,421,25.480000000000004,0,0.484049985598344,0.1624825629081549,0.5865815215142894,0.0601813497168174,0.533023057655153,-0.0004938983583187,0.0689875760961795
1,1,1,2693,3654,25.6,0,0.545899573951319,0.2840496359693636,0.7242502396605571,0.4225393180559725,0.71967597657363,0.3862721245540872,0.086353231046769
3,1,1,2338,2212,42.08,0,0.0242122263354865,0.2703531509043639,0.0269664607394685,0.2560872703307781,0.0085448264259631,0.3263568297903854,0.0020033747585189
4,1,0,-132,50,25.92,0,0.0,0.0005093883906314,0.3458353004215189,0.0035647578126381,0.0190715916574139,0.0028748638000827,0.1474516615078912
2,1,1,5142,5717,35.44,0,0.1919258150423348,-0.0174338041009206,0.5284308174888008,0.1092017774283023,0.4092777359112134,-0.0010107763308165,0.0510936824358457
2,1,1,5910,5667,23.44,0,0.6367455918067922,0.0713881420687703,0.6766427914570533,0.2185660475173319,0.6655805100191463,0.0317121028798062,0.5092986305890587
2,1,1,4115,4975,39.96,0,0.1428995227555944,0.2359966136050191,0.5727789317384644,-0.0185645895488943,0.4067518103874624,-0.0222857586594465,0.5146395332169104
2,1,1,10119,10213,25.88,0,0.6281161636095012,0.0677470489270617,0.8338768876609792,0.3217767267064461,0.8222412741733494,0.2053273657126512,-0.0664556589592157
2,1,1,773,1293,37.96,0,0.1360488877728339,0.2634154621011508,0.3496336917753637,0.1008448090923245,0.1007389214652863,-0.0083262676013556,0.0118646237940934
1,1,1,6136,6255,24.08,0,0.7284956672222659,0.1136509381422103,0.8103133596317438,0.4662531054280702,0.7971502665303317,0.387405534929036,0.0254157142024284
3,1,1,784,723,35.68,0,0.1761838697658875,0.0021855897342117,0.530946480487497,-0.0075870590106489,0.4511417916794574,0.012833148921985,-0.0245908684805439
1,1,1,1418,1317,22.16,0,0.8571327838988049,-0.0002360871355287,0.6413162946511137,-0.0002403942979847,0.0023762936059229,-0.0395995918061236,0.0639561946836613
1,1,1,4471,4792,45.6,0,0.0074665136460822,0.0055380396485857,0.181687868346147,0.0050196628851567,0.0052805598858593,0.0102156959983661,-0.0001930102730017
5,1,1,3024,2816,26.24,0,0.6277066255828052,-0.0004366698713706,0.4953658967762469,0.0096668019847677,0.131971800761519,0.0019821098127235,0.0253279436384528
1,1,1,460,400,22.12,0,0.8353135136033238,0.0006236439812617,0.638451152602618,0.0001604032810384,0.0020786719084661,-0.0067283650498617,-0.0002606681497437
1,1,1,7287,7333,22.6,0,0.7998914819588692,0.1956802568500804,0.694277434883,0.6210345689635558,0.8471509043082321,0.4987474489879295,0.181548111561982
3,1,1,1001,1091,20.16,0,0.8373327320298554,0.0012288258408738,0.6595159967022937,0.0014951157178521,0.0010063935443394,0.0016182774807036,1.485996371283857e-05
1,1,1,4431,4304,20.96,0,0.91424621137295,0.1360956975798876,0.8212514716158533,0.4816467274794054,0.8212514716158533,0.3902552699670738,0.183957110741235
3,1,1,6914,6853,38.36,0,0.0977786700411917,0.0421075754372927,0.4611064149753983,-0.005532936470541,0.3886977532663316,0.0018442932020166,0.2450633910409395
2,1,1,906,1404,23.0,0,0.6280488115525382,0.1181737313452818,0.6697043404240635,0.3734900222892865,0.7599723967555301,0.2678814911857107,0.049737429579439
2,1,1,2807,2782,22.76,0,0.8099435831398971,0.1003557971765452,0.6148352629462227,-0.0037464348925044,0.0013839225690627,-0.0478846519276448,0.1310486674461712
3,1,1,2322,2197,23.36,0,0.7299486532266504,0.1250195010287871,0.5538252302395121,0.0004826488073805,0.0078542988552463,-0.0001178071228491,0.0013700318353625
1,1,1,11901,11726,22.32,0,0.8240103128469064,0.0020587390385588,0.6929262297673051,0.0003997694560298,0.0014533574505077,-0.0036844451967158,0.0981028871028534
2,1,1,5605,7528,33.36,0,0.2539597451468286,-0.0849444203840529,0.3280493027488557,0.0089393691603868,0.3968140228243466,-0.0001821990118217,0.0056472780333417
1,1,1,2877,3983,23.44,0,0.6020663327770491,0.2773884485228103,0.6572609954492716,0.4275272472958172,0.6626745482091484,0.4873770279003082,0.0489561332842964
3,1,1,4579,4457,33.76,0,0.1571978458422745,0.0026282885338756,0.478844053862037,0.0244622189277818,0.3792568497402107,0.1002968421626401,0.0247968007929648
3,1,1,1252,1429,25.92,0,0.5987615552805448,0.0250941109079507,0.8224862426028717,0.0762024038750696,0.8235225527364748,0.0897618435848626,0.1099368294202823
3,1,1,939,1200,35.68,0,0.147687707682363,-0.0025132011884861,0.4934401917999891,0.1184928936526007,0.4426558961738938,0.0643321114252854,0.0348832925373435
1,1,1,9874,9836,20.76,0,0.9158377983907544,0.1006528987413688,0.7618193161104106,0.4394470610848695,0.7655449141492355,0.3733281452329194,0.1395509748779747
1,1,1,589,563,20.68,0,0.9405243987654704,0.1188566090494956,0.7971502665303317,0.4470488624553315,0.7952940352980405,0.3808007318417298,-0.0671753576214254
2,1,1,790,991,22.28,0,0.7960611598048434,0.0021863748936714,0.8512573188985493,0.0002224766230783,0.8512573188985493,0.0023812109222751,0.0851664437272805
1,1,1,6458,6580,25.8,0,0.6165816725098222,0.2096658015803209,0.8611972550473315,0.5603500909768584,0.8286568115046726,0.5404715919181031,0.1824265931572238
4,1,0,-127,186,47.0,0,0.0,-0.0001327700415348,0.0603980596396643,-0.0002612867634563,-0.0011317055257541,-0.0154259987720179,-0.0003995000202927
3,1,0,-287,372,43.64,1,0.0,0.0008950760421176,0.4647732262177527,0.00967741910581,0.2659336573187079,0.0119026147126621,0.0403888475049964
2,1,1,6076,6146,20.0,0,0.9276334314302532,-0.0002766307383679,0.7116704932041066,-0.0010797940039889,-9.902912881464086e-05,-0.0010077660071781,0.0020030962928948
3,1,1,389,859,34.160000000000004,1,0.2142825192480238,0.0034939445927967,0.3879428985830695,-0.0032774081340835,0.4283325765525481,-0.0064452179946802,0.0187610932087901
5,1,1,1832,1752,32.96,0,0.3024521865258868,-0.0011528265908629,0.2869385153633354,0.0161047655141409,0.0037509514397672,-0.0045464776806567,0.0512426517031577
1,1,1,4189,4237,47.72,0,-0.0006662485182665,-0.0003221045963124,0.0066470361827621,-0.0003520024475674,-0.0001787259567208,-0.0036088390053392,0.0004524072417647
2,1,1,202,10,23.52,0,0.6784607116099347,0.0071648394019181,0.5915221445019679,0.0151616250078257,0.054005204901603,0.021181073756812,0.0059609040782479
1,1,1,4645,4609,23.68,0,0.7619102613179904,0.200531783015258,0.6257687932148267,0.4781094953537356,0.7942223295840407,0.650348701618024,0.1046376449522272
2,1,1,1855,1808,21.84,0,0.8166186720968774,0.2104531826009044,0.6351792715751549,0.0013359622759462,-0.0002514512436455,-0.0488007600762146,-0.0671525916610064
3,1,1,3248,4339,35.92,1,0.1049933366467229,0.3256962888746023,0.212891929062798,0.0469276204157581,0.0129141891486037,-0.0226989787229272,0.0001715982826746
4,1,1,8035,8473,22.88,1,0.6797064749457642,0.3704182375750534,0.3727167580489957,-0.0094048476193606,0.1065350067366941,0.2923837181506391,0.2324695091653115
1,1,1,3895,3808,21.56,0,0.8378175411698624,0.0393697027711912,0.6728822248915137,-0.0005377589719372,0.0005753817426201,-0.0133702560673778,0.1296517617587877
4,1,1,7004,6937,25.44,0,0.6687197023208546,0.0067334193794684,0.4898136041795735,0.0016866554776263,0.0071025803954851,0.0010618113610737,0.0141286005106989
